Word,Pronunciation
假期,gaa kei
㗎嘞,gaa laa
㗎喇,gaa laa
咖喱,gaa lei
咖哩,gaa lei
咖喱雞,gaa lei gai
架生,gaa saang
駕駛,gaa sai
架勢,gaa sai
架子,gaa zi
嫁妝,gaa zong
㗎話,gaa waa*
街,gaai
佳,gaai
皆,gaai
階,gaai
街邊,gaai bin
街道,gaai dou
階段,gaai dyun
街坊,gaai fong
街口,gaai hau
皆因,gaai jan
佳人,gaai jan
佳人有約,gaai jan jau joek
階級,gaai kap
街尾,gaai mei
佳偶,gaai ngau
街市,gaai si
街數,gaai sou
街頭,gaai tau
佳話,gaai wa
解除,gaai ceoi
解答,gaai daap
解放,gaai fong
解構,gaai gau
解開,gaai hoi
解困,gaai kwan
解決,gaai kyut
解決難題,gaai kyut naan tai
解離,gaai lei
解碼器,gaai ma hei
解明,gaai ming
解囊,gaai nong
解釋說,gaai sik syut
解釋一下,gaai sik yat ha
解痛,gaai tung
尬,gaai
界,gaai
介,gaai
屆,gaai
戒,gaai
芥,gaai
界別,gaai bit
介乎,gaai fu
界限,gaai haan
介入,gaai jap
介意,gaai ji
戒嚴,gaai jim
戒心,gaai sam
屆時,gaai si
界線,gaai sin
介紹,gaai siu
介紹信,gaai siu seun
介紹一下,gaai siu yat ha
戒指,gaai zi
隔,gaak
格,gaak
革出,gaak cheut
格調,gaak diu
格架,gaak ga
格根,gaak gan
格劍,gaak gim
格言,gaak jin
格林斯潘,gaak lam si pun
隔離,gaak lei
隔籬,gaak lei
隔離病房,gaak lei beng fong
革命,gaak ming
格外,gaak ngoi
格式,gaak sik
格仔,gaak zai
格仔餅,gaak zai beng
隔絕,gaak zyut
監察,gaam caat
監躉,gaam dan
監房,gaam fong
監獄,gaam juk
監視,gaam si
監製,gaam zai
減,gaam
減肥,gaam fei
減輕,gaam heng
減少,gaam siu
鑑,gaam
鑒,gaam
鑒定,gaam ding
鑑於,gaam jyu
監生,gaam saang
奸,gaan
姦,gaan
艱,gaan
間變,gaan bin
間道,gaan dou
艱苦,gaan fu
間間,gaan gaan
間作,gaan jok
奸賴,gaan laai/*
艱難,gaan naan
艱辛,gaan san
揀,gaan
簡,gaan
柬,gaan
簡短,gaan dyun
簡化,gaan faa
簡潔,gaan git
揀起,gaan hei
簡易,gaan ji
簡陋,gaan lau
揀擇,gaan zaak
簡直,gaan zik
間尺,gaan cek*
間諜,gaan dip
間歇性,gaan hit sing
間接,gaan zip
耕,gaang (coll) gang (lit)
甲,gaap
夾錢,gaap cin*
夾縫,gaap fung
夾擊,gaap gik
夾棍,gaap gwan
夾埋,gaap maai
夾萬,gaap maan
夾硬,gaap ngaang*
夾手夾腳,gaap sau gaap goek
夾頭,gaap tau
甲乙,gaap yut
夾雜,gaap zaap
鴿,"gaap,gap"
夾,gaap; gip
曱甴,gaat zaat*
交,gaau
膠,gaau
郊,gaau
交錢,gaau {cin cin*}
膠版,gaau baan
膠布,gaau bou
交差,gaau caai
交情,gaau cing
交錯,gaau cok
交帶,gaau daai
交大,gaau daai
膠碟,gaau dip/
交代,gaau doi
交待,gaau doi
膠袋,gaau doi*
交到,gaau dou
交道,gaau dou
交貨,gaau fo
交房,gaau fong
交更,gaau gaang
交吉,gaau gat
交關,gaau gwaan
交學費,gaau hok fai
交集,gaau jaap
郊遊,gaau jau
膠子,gaau ji
交誼,gaau ji
交易,gaau jik
膠著,gaau jyu
郊區,gaau keoi
交流,gaau lau
蛟龍,gaau lung
郊外,gaau ngoi
膠水,gaau seoi
交水費,gaau seoi fai
交涉,gaau sip
交談,gaau taam
交通,gaau tung
交通安全,gaau tung on chyun
交通意外,gaau tung yi ngoi
交還,gaau waan
交往,gaau wong
交匯,gaau wui
交換,gaau wun
交由,gaau yau
交易市場,gaau yi si cheung
交易所,gaau yik so
交際,gaau zai
膠紙,gaau zi
交戰,gaau zin
搞,gaau
攪,gaau
餃,gaau
狡,gaau
搞風搞雨,gaau {fung fung} gaau {jyu jyu}
搞撚錯,gaau {nan nin} {co cok cou}
搞三搞四,gaau {saam saam} gaau sei
搞喎,gaau {wo wo wo}
搞清楚,gaau ching cho
搞錯,gaau co
搞掂,gaau dim
攪掂,gaau dim
搞到,gaau dou
搞搞震,gaau gaau zan
搞鬼,gaau gwai
搞過,gaau gwo
搞好,gaau hou
搞嘢,gaau je
搞政治,gaau jing ji
搞亂檔,gaau lyun dong
搞乜鬼,gaau mat gwai
搞手,gaau sau
搞屎棍,gaau si gwan
搞事,gaau si
搞成噉,gaau sing gam
搞笑,gaau siu
搞妥,gaau to
狡猾,gaau waat
餃子,gaau zi
搞作,gaau zok
搞住,gaau zyu
較,gaau
較比,gaau bei
較差,gaau cha
較長,gaau cheung
教材,gaau coi
較大,gaau daai
教導,gaau dou
教化,gaau fa
教訓,gaau fan
教誨,gaau fui
教子,gaau ji
教育,gaau juk
教員,gaau jyun
教練,gaau lin
教路,gaau lou
教授,gaau sau
教師,gaau si
覺醒來,gaau sing loi
較少,gaau siu
教書,gaau syu
教堂,gaau tong/*
教會,gaau wui*
教育程度,gaau yuk ching dou
教育下,gaau yuk ha
較剪,gaau zin
校正,gaau zing
雞,gai
雞腸,gai coeng*
雞蟲,gai cung
雞姦,gai gaan
雞腳,gai goek
雞翼,gai jik
雞乸,gai naa
雞脾,gai pei*
雞湯,gai tong
偈,gai|gai|git
計,gai
繼,gai
計錯數,gai co sou
計都,gai dou
計較,gai gaau
計埋,gai maai
計數,gai sou
計數機,gai sou gei
計算,gai syun
計劃,gai waak
計畫,gai waak
計劃下,gai waak ha
繼而,gai yi
繼續,gai zuk
計仔,gai* zai
金,gam
甘,gam
今,gam
金錢掛帥,gam chin gwa seui
今次,gam ci
金錢,gam cin
金價,gam gaa
今個月,gam go jyut
金龜,gam gwai
金橘,gam gwat
今後,gam hau
禁制,gam jai
今日,gam jat
金融,gam jung
金魚佬,gam jyu lou
金魚,gam jyu*
甘願,gam jyun
今期,gam kei
金權,gam kyun
今晚,gam maan/maan*
金毛,gam mou*
今年,gam nin
金牌,gam paai
金舖,gam pou*
金鋪,gam pou*
金沙,gam sa
金山,gam saan
今生,gam saang
甘心,gam sam
金手指,gam sau zi
金石,gam sek
金石良言,gam sek leung yin
金絲貓,gam si maau
今時今日,gam si gam jat
今時唔同往日,gam si m tung wong jat
金色,gam sik
今宵,gam siu
金屬,gam suk
今天,gam tin
甘於,gam yu
金融風暴,gam yung fung bou
金融界,gam yung gaai
金融管理,gam yung gun lei
金融業,gam yung yip
今朝,gam ziu
今朝早,gam ziu zou
今早,gam zou
咁,gam
噉,gam
敢,gam
感,gam
感情,gam cing
感動,gam dung
敢發,gam faat
感激,gam gik
感覺,gam gok
感覺得到,gam gok dak dou
感人,gam jan
噉又係,gam jau hai
感染,gam jim
感應,gam jing
感召,gam jiu
噉樣,gam joeng*
感慨,gam koi
感冒,gam mou
感受,gam sau
感受到,gam sau dou
感歎,gam taan
感嘆號,gam taan hou
感染力,gam yim lik
敢言,gam yin
敢用,gam yung
感謝,gam ze
感觸,gam zuk
咁,gam
禁不住,gam bat zyu
咁多,gam do
咁多人死唔見你死,gam do jan sei m gin nei sei
咁都得,gam dou dak
咁鬼,gam gwai
禁區,gam keoi
咁啱,gam ngaam
咁啱嘅,gam ngaam ge*
咁滯,gam zai
咁就差唔多,gam zau caa m do
禁止,gam zi
禁,gam|gam
撳,gam
撳鐘,gam zung
跟,gan
斤,gan
根,gan
筋,gan
巾,gan
跟班,gan baan
根本,gan bun
根本性,gan bun sing
跟隨,gan ceoi
根底,gan dai
根基,gan gei
根源,gan jyun
跟上,gan seung
跟人,gan yan
跟進,gan zeon
跟蹤,gan zung
跟住,gan zyu
緊,gan
僅,gan
緊握住,gan ak jyu
緊巴,gan ba
緊閉,gan bai
緊化,gan fa
僅僅,gan gan
緊急,gan gap
緊張地,gan jeung dei
緊接,gan jip
緊要,gan jiu
謹慎,gan san
緊張,gan zoeng
近前,gan chin
近代,gan doi
近況,gan fong
近幾年,gan gei nin
近朱者赤，近墨者黑,"gan jyu je chek , gan mak je haak"
近期,gan kei
近來,gan loi*
近墨者黑,gan mak je haak
近年,gan nin
近排,gan paai*
近人,gan yan
近住,gan zyu
庚,gang
更不,gang bat
更改,gang goi
更衣室,gang ji sat
更深,gang sam
更新,gang san
更為,gang wai
更換,gang wun
梗,gang
耿耿,gang gang
梗係,gang hai
耿直,gang jik
更大,gang daai
更多,gang do
更加,gang ga
更加劇,gang ga kek
更加了解,gang ga liu gaai
更高,gang gou
更何,gang ho
更何況,gang ho fong
更好,gang hou
更早,gang jou
更,gang|gang
急,gap
急奔,gap ban
急不及待,gap bat kap doi
急躁,gap cou
急速,gap cuk
急促,gap cuk
急急腳,gap gap goek
急救,gap gau
急進,gap jeun
急智,gap ji
急於,gap jyu
急劇,gap kek
急忙,gap mong
急尿,gap niu
急屎,gap si
急事,gap si
急要,gap yiu
急用,gap yung
急症,gap zing
急症室,gap zing sat
夾份,gap/gaap fan*
吉,gat
吉利,gat lei
吉隆,gat lung
吉隆坡,gat lung bo
吉他,gat taa
吉爾,gat yi
九,gau
狗,gau
久,gau
苟,gau
狗王,gau {wong wong}
久別,gau bit
久別重逢,gau bit chung fung
糾察,gau caat
九七年,gau cat nin
九千,gau cin
糾纏,gau cin
九大簋,gau daai gwai
狗竇,gau dau
九點三十,gau dim saam sap
糾紛,gau fan
久久,gau gau
後頸,gau geng
狗公,gau gung
九日,gau jat
九州,gau jau
久之,gau ji
狗肉,gau juk
九月,gau jyut
九唔搭八,gau m daap baat
狗男女,gau naam neoi
狗眼看人低,gau ngaan hon jan dai
狗咬呂洞賓,gau ngaau leoi dung ban
九十,gau sap
九十八,gau sap baat
九十九,gau sap gau
九十二,gau sap ji
九十年代,gau sap nin doi
九十三,gau sap saam
狗屎,gau si
九成九,gau sing gau
九月份,gau yut fan
狗仔,gau zai
糾正,gau zing
九折,gau zit
夠,gau
救,gau
究,gau
咎,gau
夠班,gau baan
救兵,gau bing
夠本,gau bun
夠膽,gau daam
購得,gau dak
構架,gau ga
究竟,gau ging
夠薑,gau goeng
救人,gau jan
夠義氣,gau ji hei
救命,gau meng
救生,gau saang
構成威脅,gau sing wai hip
夠用,gau yung
救濟,gau zai
夠照,gau ziu
夠鐘,gau zung
舊,gau
嚿,gau
舊情,gau cing
舊情人,gau cing jan
舊底,gau dai
舊都,gau dou
舊居,gau geui
舊好,gau hou
舊日,gau jat
舊聞,gau man
舊年,gau nin*
舊愛,gau oi
舊水,gau seoi
舊時,gau si
舊時代,gau si doi
舊事,gau si
舊式,gau sik
舊識,gau sik
舊同事,gau tung si
舊友,gau yau
舊有,gau yau
舊陣時,gau zan si
嘅,ge
嘅,ge
既,ge
嘅喇,ge laa
嘅話,ge waa*
嘅啫,ge ze
機,gei
基,gei
肌,gei
飢,gei
羈,gei
箕,gei
基本,gei bun
基本法,gei bun faat
基本生活,gei bun saang wut
基本上,gei bun soeng
基層,gei cang
機場,gei coeng
基地,gei dei
機電,gei din
機動,gei dung
基金,gei gam
基建,gei gin
機警,gei ging
機關,gei gwaan
機械,gei haai
機械式,gei haai sik
機器,gei hei
飢寒交迫,gei hong gaau bik
飢渴,gei hot
基因,gei jan
幾至,gei ji
基座,gei jo
肌肉,gei juk
基於,gei jyu
機構,gei kau / gei gau
幾率,gei leut
基佬,gei lou
機能,gei nang
機鐵,gei tit
機會,gei wiu
肌肉萎縮症,gei yuk wai suk jing
肌肉萎縮,gei yuk wai suk
機長,gei zoeng
己,gei
紀,gei
幾百,gei baak
幾次,gei ci
幾千,gei cin
幾錢,gei cin*
幾大,gei daai
幾大就幾大,gei daai zau gei daai
幾點,gei dim
幾點鐘,gei dim zung
幾多,gei do
幾多錢,gei do cin*
幾多點,gei do dim
幾多時間,gei do si gaan*
己見,gei gin
己經,gei ging
幾個,gei go
幾個月,gei go yut
幾個月前,gei go yut chin
幾何,gei ho
幾好,gei hou
幾周,gei jau
幾種,gei jung
幾樓,gei lau
紀律,gei leot
紀錄,gei luk
己未,gei mei
紀念,gei nim
紀念品,gei nim ban
幾年,gei nin
幾年來,gei nin loi
幾耐,gei noi
幾倍,gei pui
幾十,gei sap
幾十年,gei sap nin
幾歲,gei seoi
幾時都,gei si dou
幾時,gei si/*
幾位,gei wai*
幾頁,gei yip
記,gei
寄,gei
寄出,gei cheut
記錯,gei co
記得,gei dak
既得,gei dak
記得多,gei dak do
既得利益,gei dak lei yik
寄到,gei dou
記過,gei gwo
記起,gei hei
記協,gei hip
既可以,gei ho yi
記號,gei hou
寄人籬下,gei jan lei haa
記憶,gei jik
記錄,gei luk
紀錄片,gei luk pin
記念,gei nim
既是,gei si
記性,gei sing
寄宿,gei suk
寄託,gei tok
既有,gei yau
記者,gei ze
記載,gei zoi
記住,gei zyu
忌,gei
技,gei
妓,gei
技巧,gei haau
忌廉,gei lim*
技術,gei seot
技師,gei si
驚青,geng ceng
驚死,geng sei
頸,geng
頸渴,geng hot
頸鏈,geng lin [geng lin]
鏡,geng
鏡架,geng gaa
鏡頭,geng tau
居,geoi
居然,geoi jin
車馬費,geoi maa fai
居民,geoi man
居住,geoi zyu
舉,geoi
矩,geoi
舉辦,geoi baan
舉報,geoi bou
舉重,geoi cung
舉國,geoi gwok
舉行,geoi hang
舉例,geoi lai
舉止,geoi zi
舉中指,geoi zung zi
句號,geoi hou
具,geoi
炬,geoi
巨,geoi
具備,geoi bei
巨大,geoi daai
颶風,geoi fung
具有,geoi jau
巨型,geoi jing
具體,geoi tai
舉動,geui dung
舉家,geui ga
舉手,geui sau
句,geui
據,geui
據估計,geui gu gai
據聞,geui man
腳板,geuk baan
腳踩,geuk chaai
腳底,geuk dai
激,gik
擊,gik
激情,gik cing
擊倒,gik dou
激動,gik dung
激發,gik faat
激起,gik hei
激氣,gik hei
激勵,gik lai
激烈,gik lit
激奀,gik ngan
激昂,gik ngong
激死,gik sei
激活,gik wut
激死人,gik sei jan
極,gik
極點,gik dim
極度,gik dou
極端,gik dyun
極化,gik fa
極具,gik geui
極高,gik gou
極致,gik ji
極重,gik jung
極其,gik kei
極力,gik lik
極惡,gik ok
極之,gik zi
兼,gim
兼且,gim ce
兼顧,gim gu
兼優,gim yau
兼職,gim zik
檢,gim
檢查,gim caa
檢查官,gim cha gun
檢點,gim dim
檢驗,gim jim
檢討,gim tou
劍,gim
劍擊,gim gik
儉,gim
堅,gin
肩,gin
堅持地,gin chi dei
堅持到,gin chi dou
堅定,gin ding
堅定地,gin ding dei
堅固,gin gu
堅強,gin koeng
堅決,gin kyut
建,gin
見步行步,gin bou haang bou
見背,gin bui
見得,gin dak
見到,gin dou
見到,gin dou*
見解,gin gaai
建構,gin gau
見工,gin gung
見功,gin gung
見過,gin gwo
建國,gin gwok
見紅,gin hung
建制,gin jai
建議,gin ji
建立,gin laap
建立關係,gin laap gwaan hai
見面,gin min
見面禮,gin min lai
見死不救,gin sei bat gau
見識,gin sik
見一見,gin yat gin
建造,gin zou
建築,gin zuk
健,gin
鍵,gin
健全,gin cyun
件件,gin gin
健康,gin hong
健康發展,gin hong faat jin
鍵盤,gin pun
健身,gin san
健身操,gin san chou
健身房,gin san fong
健身室,gin san sat
健壯,gin zong
經,ging
京,ging
矜,ging
兢,ging
驚爆,ging baau
經典,ging din
經典電影,ging din din ying
京都,ging dou
驚動,ging dung
經費,ging fai
驚慌,ging fong
經久,ging gau
經紀,ging gei
驚叫,ging giu
驚覺,ging gok
矜貴,ging gwai
經過,ging gwo
驚喜,ging hei
驚起,ging hei
經濟情況,ging jai ching fong
經濟系,ging jai hai
經濟學家,ging jai hok ga
經濟學院,ging jai hok yun
經濟狀況,ging jai jong fong
經濟利益,ging jai lei yik
經濟環境,ging jai waan ging
經濟援助,ging jai wun jo
經濟日報,ging jai yat bou
驚人,ging jan
經已,ging ji
驚異,ging ji
經驗,ging jim
經營,ging jing
驚奇,ging kei
經理,ging lei
經歷,ging lik
經歷過,ging lik gwo
經貿,ging mau
驚愕,ging ngok
經常性,ging seung sing
驚醒,ging sing
經銷,ging siu
經常,ging soeng
驚歎,ging taan
經委,ging wai
驚魂,ging wan
驚惶,ging wong
經由,ging yau
經驗豐富,ging yim fung fu
經濟,ging zai
經濟衰退,ging zai seoi teoi
景,ging
境,ging
警,ging
竟,ging
憬,ging
警察,ging caat
警察局,ging caat guk
警車,ging ce
警署,ging cyu
警隊,ging deoi [ging deoi]
景點,ging dim
警方,ging fong
景況,ging fong
警服,ging fuk
境界,ging gaai
警告,ging gou
警局,ging guk*
景觀,ging gun
景轟,ging gwang*
景氣,ging hei
竟然,ging jin
警員,ging jyun
境外,ging ngoi
境內,ging noi
景色,ging sik
警探,ging taam
警惕,ging tik
景象,ging zoeng
敬,ging
徑,ging
敬仰,ging {joeng ngong}
競爭對手,ging jang deui sau
敬意,ging ji
逕自,ging ji
徑自,ging ji
敬禮,ging lai
敬老,ging lou
敬愛,ging oi
敬酒,ging zau
敬酒唔飲飲罰酒,ging zau m jam jam fat zau
敬重,ging zung
勁吹,ging cheui
競賽,ging coi
競選,ging syun
競爭力,ging zang lik
競爭者,ging zang ze
劫,gip
劫案,gip on
結,git
潔,git
結拜,git baai
結伴,git bun
結出,git cheut
結束,git cuk
結婚,git fan
結交,git gaau
結局,git guk
結合,git hap
結構,git kau / git gau
結連,git lin
結尾,git mei
結實,git sat
結社,git se
結社自由,git se ji yau
結識,git sik
結語,git yu
結他,git* taa
傑,git
杰,git
傑作,git zok
嬌,giu
驕,giu
繳,giu
轎,"giu,giu"
叫,giu
叫,giu
叫,giu
叫,giu
叫錯,giu cho
叫雞,giu gai
叫響,giu heung
叫囂,giu hiu
叫好,giu hou
叫人,giu jan
叫外賣,giu ngoi maai
叫聲,giu seng
叫醒,giu seng
叫停,giu ting
叫做,giu zou
撬,giu
撬開,giu hoi
哥,go
歌,go
歌詞,go ci
歌唱,go coeng
哥大,go daai
歌喉,go hau
歌劇,go kek
歌曲,go kuk
哥倫比亞,go leun bei a
歌舞,go mou
歌女,go neui*
歌手,go sau
哥斯達黎加,go si daat lai ga
歌星,go sing
歌聲,go sing
哥仔,go zai
哥哥,go* go
哥哥仔,go* go zai
嗰,go
嗰條友,go {tiu } jau
嗰便,go bin
嗰部,go bou
嗰次,go ci
嗰啲,go di
嗰啲嘢,go di je
嗰度,go dou
嗰個,go go
嗰個嘢,go go je
嗰日,go jat
嗰樣,go joeng
嗰晚,go maan
嗰處,go syu
嗰位,go wai*
嗰陣,go zan
嗰陣時,go zan si/*
個,go
個別,go bit
個半,go bun
個舊,go gau
個個,go go
個人,go jan
個資,go ji
個兒,go ji
個中,go jung
個案,go on
個性,go sing
個體,go tai
個位,go wai [go wai]
個人安全,go yan on chyun
個人演唱會,go yan yin cheung wui*
個自,go zi
腳,goek
腳板底,goek baan dai
腳步,goek bou
腳車,goek ce
腳軟,goek jyun
腳頭,goek tau
腳趾,goek zi
薑,goeng
僵,goeng
僵硬,goeng ngaang
該,goi
該區,goi keui
該死,goi sei
該煨,goi wui
該應,goi ying
改,goi
改變,goi bin
改變下,goi bin ha
改錯,goi cho
改到,goi dou
改革,goi gaak
改過,goi gwo
改行,goi hong
改編,goi pin
改善,goi sin
改用,goi yung
改進,goi zeon
改正,goi zing
蓋,goi / koi
蓋度,goi dou
蓋棺,goi gun
蓋過,goi gwo
角,gok
各,gok
閣,gok
擱,gok
各處,gok chyu
覺得,gok dak
覺得,gok dak
角鬥,gok dau
各地,gok dei
角度,gok dou
各方,gok fong
各方面,gok fong min
各個,gok go
各國,gok gwok
閣下,gok haa
各行,gok hong
角樓,gok lau
各類,gok leui
角落,gok lok
角落頭,gok lok* tau*
覺悟,gok ng
各省,gok saang
覺醒,gok seng
角色,gok sik
各色,gok sik
